Longitude,Latitude,County,State,City,ZIP,ID
-72.1004210999999,41.3752134000001,SOUTHEASTERN CONNECTICUT,CT,NEW LONDON,6320,1185
-118.26841019,33.7247670200001,LOS ANGELES,CA,SAN PEDRO,90731,1186
-123.8824535,46.1540113,CLATSOP,OR,WARRENTON,97146,1187
-75.7920599,44.0553640000001,JEFFERSON,NY,FORT DRUM,13602,1188
-97.90744841,31.11522662,CORYELL,TX,COPPERAS COVE,76522,1189
-76.3957111399999,37.0536278600001,HAMPTON,VA,DUMFRIES,22025,1190
-82.12589716,33.4303328500001,RICHMOND,GA,FORT GORDON,30905,1191
-104.79706889,38.71911428,EL PASO,CO,COLORADO SPRINGS,80913,1192
-77.3764952,38.8620530000001,FAIRFAX,VA,FAIRFAX,22033,1193
-77.14368028,38.7056025200001,FAIRFAX,VA,FORT BELVOIR,22060,1194
-96.7683039,39.0830322,GEARY,KS,FORT RILEY,66442,1195
-96.8151293,39.1122537000001,RILEY,KS,FORT RILEY,66442,1196
-86.66023089,34.6962142,MADISON,AL,REDSTONE ARSENAL,35809,1197
-145.7134337,63.9716633400001,SOUTHEAST FAIRBANKS,AK,FT. GREELY,99731,1198
-92.11483258,37.76616456,PULASKI,MO,FT. LEONARD WOOD,65473,1199
-73.9771370399999,41.40187124,ORANGE,NY,WEST POINT,10996,1200
-97.7104004,31.0746998000001,BELL,TX,KILLEEN,76542,1201
-76.7285714,39.0981144,ANNE ARUNDEL,MD,FORT MEADE,20755,1202
-79.0303824,35.2543434,HARNETT,NC,CAMERON,28326,1203
-84.9281850899999,32.37180614,CHATTAHOOCHEE,GA,FORT BENNING,31905,1204
-76.57322626,37.1619543100001,NEWPORT NEWS,VA,FORT EUSTIS,23604,1205
-94.9249508,39.3553971000001,LEAVENWORTH,KS,FORT LEAVENWORTH,66027,1206
-80.6822799299999,32.3894647000001,BEAUFORT,SC,BEAUFORT,29902,1207
-122.69156053,47.59499772,KITSAP,WA,BREMERTON,98312,1208
-117.3888045,33.2213161,SAN DIEGO,CA,CAMP PENDLETON,92055,1209
-81.68410578,30.20883704,DUVAL,FL,JACKSONVILLE,32214,1210
-87.29861569,30.39856995,ESCAMBIA,FL,PENSACOLA,32512,1211
-116.04879378,34.2270664700001,SAN BERNARDINO,CA,TWENTYNINE PALMS,92278,1212
-77.35805206,34.72306625,ONSLOW,NC,CAMP LEJEUNE,28547,1213
-76.30576791,36.8454139300001,PORTSMOUTH,VA,PORTSMOUTH,23708,1214
-117.14593729,32.72752023,SAN DIEGO,CA,SAN DIEGO,92134,1215
-122.60169433,47.1273733300001,PIERCE,WA,JOINT BASE LEWIS-MCCHORD,98433,1216
-110.35227366,31.5491681400001,COCHISE,AZ,FORT HUACHUCA,85613,1217
-157.890273,21.35964934,HONOLULU,HI,TRIPLER AMC,96859,1218
-124.242333,43.4114667000001,COOS,OR,NORTH BEND,97459,1219
-77.09358972,39.0012869500001,MONTGOMERY,MD,BETHESDA,20889,1220
-158.0711325,21.3192517000001,HONOLULU,HI,KAPOLEI,96707,1221
-116.68832955,35.2654396,SAN BERNARDINO,CA,FORT IRWIN,92310,1222
-98.687265,29.4623946,BEXAR,TX,SAN ANTONIO,78251,1223
-106.32634812,31.83452249,EL PASO,TX,FORT BLISS,79918,1224
-81.60038895,31.8722569600001,LIBERTY,GA,FORT STEWART,31314,1225
-79.0021702299999,35.1456262400001,CUMBERLAND,NC,FORT BRAGG,28310,1226
-77.01439372,38.92726607,DISTRICT OF COLUMBIA,DC,WASHINGTON,20010,1227
-77.05063668,38.9013190100001,DISTRICT OF COLUMBIA,DC,WASHINGTON,20037,1228
-76.9808447999999,38.94116394,DISTRICT OF COLUMBIA,DC,WASHINGTON,20017,1229
-77.0200937499999,38.9175484100001,DISTRICT OF COLUMBIA,DC,WASHINGTON,20060,1230
-77.07525457,38.91195851,DISTRICT OF COLUMBIA,DC,WASHINGTON,20007,1231
-77.0133434799999,38.9305425200001,DISTRICT OF COLUMBIA,DC,WASHINGTON,20010,1232
-77.0156483,38.92965194,DISTRICT OF COLUMBIA,DC,WASHINGTON,20010,1233
-76.9920274999999,38.9439999000001,DISTRICT OF COLUMBIA,DC,WASHINGTON,20017,1234
-77.07796244,38.9439026200001,DISTRICT OF COLUMBIA,DC,WASHINGTON,20016,1235
-77.1092389,38.9362208000001,DISTRICT OF COLUMBIA,DC,WASHINGTON,20016,1236
-76.99586342,38.8929214200001,DISTRICT OF COLUMBIA,DC,WASHINGTON,20002,1237
-77.01314839,38.82512896,DISTRICT OF COLUMBIA,DC,WASHINGTON,20032,1238
-76.98825527,38.84792787,DISTRICT OF COLUMBIA,DC,WASHINGTON,20032,1239
-76.98498477,38.8359557000001,DISTRICT OF COLUMBIA,DC,WASHINGTON,20032,1240
-81.37015839,28.6653794800001,SEMINOLE,FL,ALTAMONTE SPRINGS,32701,1241
-81.5402728999999,28.6492298000001,ORANGE,FL,APOPKA,32703,1242
-82.50400725,28.0132377300001,HILLSBOROUGH,FL,TAMPA,33614,1243
-81.54085293,28.32812848,OSCEOLA,FL,CELEBRATION,34747,1244
-82.48991382,28.29527309,PASCO,FL,LAND O LAKES,34637,1245
-82.2007200799999,28.3479628600001,PASCO,FL,DADE CITY,33525,1246
-81.10765678,29.2431096,VOLUSIA,FL,DAYTONA BEACH,32117,1247
-81.31734404,29.04365274,VOLUSIA,FL,DELAND,32720,1248
-81.28154012,28.53998025,ORANGE,FL,ORLANDO,32822,1249
-81.28516232,28.91437125,VOLUSIA,FL,ORANGE CITY,32763,1250
-81.64141275,28.18143194,POLK,FL,DAVENPORT,33837,1251
-81.4059707,28.3161350400001,OSCEOLA,FL,KISSIMMEE,34744,1252
-81.3697301299999,27.3200428600001,HIGHLANDS,FL,LAKE PLACID,33852,1253
-81.56527627,27.89619993,POLK,FL,LAKE WALES,33853,1254
-80.92185958,29.0202914700001,VOLUSIA,FL,NEW SMYRNA BEACH,32168,1255
-82.75778618,28.1329338200001,PINELLAS,FL,TARPON SPRINGS,34689,1256
-82.1389948199999,29.1749043900001,MARION,FL,OCALA,34471,1257
-81.36999643,28.57441435,ORANGE,FL,ORLANDO,32803,1258
-81.18904651,29.47896072,FLAGLER,FL,PALM COAST,32164,1259
-81.50920998,27.5397512700001,HIGHLANDS,FL,SEBRING,33872,1260
-82.42406118,28.07109597,HILLSBOROUGH,FL,TAMPA,33613,1261
-81.7117937099999,28.82367264,LAKE,FL,TAVARES,32778,1262
-81.8072774,27.5394213000001,HARDEE,FL,WAUCHULA,33873,1263
-82.35114261,28.1956241300001,PASCO,FL,WESLEY CHAPEL,33544,1264
-81.3269111399999,28.59864479,ORANGE,FL,WINTER PARK,32792,1265
-82.18531322,28.26150147,PASCO,FL,ZEPHYRHILLS,33541,1266
-81.37927042,28.5236186400001,ORANGE,FL,ORLANDO,32806,1267
-85.648654718,30.1597238430001,BAY,FL,PANAMA CITY,32401,1268
-86.3068563099999,30.37857467,WALTON,FL,MIRAMAR BEACH,32550,1269
-85.2878970199999,29.7790236700001,GULF,FL,PORT SAINT JOE,32456,1270
-87.211843,30.4757070000001,ESCAMBIA,FL,PENSACOLA,32504,1271
-81.8326886899999,30.1087624300001,CLAY,FL,MIDDLEBURG,32068,1272
-81.69061053,30.30752863,DUVAL,FL,JACKSONVILLE,32204,1273
-81.58236885,30.2533777800001,DUVAL,FL,JACKSONVILLE,32216,1274
-81.4342448799999,28.56763289,ORANGE,FL,ORLANDO,32808,1275
-80.14539622,25.9702031800001,MIAMI-DADE,FL,AVENTURA,33180,1276
-82.19385038,30.06705191,UNION,FL,DORAL,33178,1277
-87.2304209,30.4294179,ESCAMBIA,FL,PENSACOLA,32501,1278
-80.33880186,25.6844300500001,MIAMI-DADE,FL,MIAMI,33176,1279
-81.39831629,30.27337357,DUVAL,FL,JACKSONVILLE BEACH,32250,1280
-81.6647073999999,30.3156511500001,DUVAL,FL,JACKSONVILLE,32207,1281
-81.44912349,30.6532098000001,NASSAU,FL,FERNANDINA BEACH,32034,1282
-81.53538489,30.1387778600001,DUVAL,FL,JACKSONVILLE,32258,1283
-81.84421022,27.9188959200001,POLK,FL,BARTOW,33831,1284
-82.782679773,28.013336338,PINELLAS,FL,DUNEDIN,34698,1285
-82.4434916,28.53883382,HERNANDO,FL,BROOKSVILLE,34601,1286
-82.09569026,26.98892519,CHARLOTTE,FL,PORT CHARLOTTE,33952,1287
-82.0402774,26.94094642,CHARLOTTE,FL,PUNTA GORDA,33950,1288
-82.62450274,28.95195805,CITRUS,FL,CRYSTAL RIVER,34428,1289
-82.5403749499999,28.43748721,HERNANDO,FL,SPRING HILL,34609,1290
-82.64208187,27.76342061,PINELLAS,FL,SAINT PETERSBURG,33701,1291
-80.07056397,26.50505723,PALM BEACH,FL,BOYNTON BEACH,33435,1292
-80.19976772,26.5297280500001,PALM BEACH,FL,BOYNTON BEACH,33472,1293
-81.314139,28.2600870000001,OSCEOLA,FL,SAINT CLOUD,34769,1294
-82.62374175,27.48220059,MANATEE,FL,BRADENTON,34209,1295
-80.10283481,26.35873272,PALM BEACH,FL,BOCA RATON,33486,1296
-81.60117475,30.2902137400001,DUVAL,FL,JACKSONVILLE,32216,1297
-80.2556562199999,26.2687527800001,BROWARD,FL,CORAL SPRINGS,33065,1298
-80.1108702,26.2070517600001,BROWARD,FL,FORT LAUDERDALE,33308,1299
-80.14088964,26.1026354900001,BROWARD,FL,FORT LAUDERDALE,33316,1300
-80.12096378,26.2770037400001,BROWARD,FL,POMPANO BEACH,33064,1301
-85.05010386,30.45862283,CALHOUN,FL,BLOUNTSTOWN,32424,1302
-85.50674455,30.9630351600001,JACKSON,FL,GRACEVILLE,32440,1303
-80.6229851699999,28.3601248000001,BREVARD,FL,COCOA BEACH,32931,1304
-81.9420225,26.63920518,LEE,FL,CAPE CORAL,33990,1305
-84.23154534,30.4757134600001,LEON,FL,TALLAHASSEE,32308,1306
-84.54866986,30.56888324,GADSDEN,FL,QUINCY,32353,1307
-82.5396864699999,27.47565517,MANATEE,FL,BRADENTON,34208,1308
-81.4695933899999,28.40911405,ORANGE,FL,ORLANDO,32821,1309
-81.28363207,28.8145361700001,SEMINOLE,FL,SANFORD,32771,1310
-80.29358797,25.77831589,MIAMI-DADE,FL,MIAMI,33126,1311
-80.61591569,28.0899205900001,BREVARD,FL,MELBOURNE,32901,1312
-82.33579571,28.8340343900001,CITRUS,FL,INVERNESS,34452,1313
-80.36489475,26.08192217,BROWARD,FL,WESTON,33331,1314
-80.39516331,27.6584231100001,INDIAN RIVER,FL,VERO BEACH,32960,1315
-80.24281336,27.1999986600001,MARTIN,FL,STUART,34994,1316
-80.2242166199999,27.1336514400001,MARTIN,FL,STUART,34997,1317
-80.4260695299999,27.2612467700001,ST. LUCIE,FL,PORT SAINT LUCIE,34987,1318
-80.221261,27.131449,MARTIN,FL,STUART,34997,1319
-81.6154618899999,30.2716244000001,DUVAL,FL,JACKSONVILLE,32207,1320
-80.12778775,26.43719284,PALM BEACH,FL,DELRAY BEACH,33484,1321
-81.7674069999999,24.5641986000001,MONROE,FL,KEY WEST,33040,1322
-81.8510234,27.2274047700001,DESOTO,FL,ARCADIA,34266,1323
-80.70822143,28.23414138,BREVARD,FL,VIERA,32940,1324
-80.2742310799999,25.7241031,MIAMI-DADE,FL,CORAL GABLES,33146,1325
-82.45335061,27.3019576300001,SARASOTA,FL,SARASOTA,34233,1326
-85.68303237,30.7610808100001,HOLMES,FL,BONIFAY,32425,1327
-83.5933221399999,30.12012164,TAYLOR,FL,PERRY,32348,1328
-80.19244652,25.82282816,MIAMI-DADE,FL,MIAMI,33137,1329
-84.2393446999999,30.48751105,LEON,FL,TALLAHASSEE,32308,1330
-82.1192587099999,30.2859959800001,BAKER,FL,MACCLENNY,32063,1331
-85.65778238,30.18378175,BAY,FL,PANAMA CITY,32405,1332
-80.2224558199999,27.1334372900001,MARTIN,FL,STUART,34997,1333
-81.41305908,28.64633056,SEMINOLE,FL,ALTAMONTE SPRINGS,32714,1334
-82.79701525,27.9254129600001,PINELLAS,FL,LARGO,33770,1335
-80.3409789299999,25.57484987,MIAMI-DADE,FL,MIAMI,33189,1336
-82.50026891,28.1315679900001,HILLSBOROUGH,FL,LUTZ,33548,1337
-82.1623349399999,29.1658755400001,MARION,FL,OCALA,34471,1338
-85.66917499,30.1818899200001,BAY,FL,PANAMA CITY,32405,1339
-87.2027126899999,30.47238249,ESCAMBIA,FL,PENSACOLA,32504,1340
-82.44264592,27.3009395,SARASOTA,FL,SARASOTA,34240,1341
-82.5169604499999,28.53226363,HERNANDO,FL,BROOKSVILLE,34613,1342
-80.2850991299999,26.1780721700001,BROWARD,FL,SUNRISE,33351,1343
-84.23701783,30.45960396,LEON,FL,TALLAHASSEE,32308,1344
-80.40030947,27.66137346,INDIAN RIVER,FL,VERO BEACH,32960,1345
-82.3266064699999,26.95020845,SARASOTA,FL,ENGLEWOOD,34223,1346
-82.09806929,26.98841831,CHARLOTTE,FL,PORT CHARLOTTE,33952,1347
-81.09443633,24.71036249,MONROE,FL,MARATHON,33050,1348
-81.31709583,29.86302203,ST. JOHNS,FL,SAINT AUGUSTINE,32086,1349
-84.8413308999999,30.7065016700001,GADSDEN,FL,CHATTAHOOCHEE,32324,1350
-80.1331516499999,26.1977746200001,BROWARD,FL,OAKLAND PARK,33334,1351
-86.63321002,30.45443873,OKALOOSA,FL,FORT WALTON BEACH,32547,1352
-84.99259476,29.7245342100001,FRANKLIN,FL,APALACHICOLA,32320,1353
-80.05188127,26.7254617300001,PALM BEACH,FL,WEST PALM BEACH,33401,1354
-87.15705465,30.3604819500001,SANTA ROSA,FL,GULF BREEZE,32561,1355
-81.8500077899999,26.54364602,LEE,FL,FORT MYERS,33912,1356
-85.6651762,30.18791588,BAY,FL,PANAMA CITY,32405,1357
-86.63592529,30.4555941400001,OKALOOSA,FL,FORT WALTON BEACH,32547,1358
-82.42130803,28.0640987200001,HILLSBOROUGH,FL,TAMPA,33612,1359
-81.05482789,29.2023849500001,VOLUSIA,FL,DAYTONA BEACH,32114,1360
-81.0085738399999,29.1262115100001,VOLUSIA,FL,PORT ORANGE,32127,1361
-81.2557247,28.9576586000001,VOLUSIA,FL,DELTONA,32725,1362
-81.06859327,29.21401967,VOLUSIA,FL,DAYTONA BEACH,32117,1363
-82.5741747499999,28.0023845700001,HILLSBOROUGH,FL,TAMPA,33615,1364
-82.2878102,27.9329988800001,HILLSBOROUGH,FL,BRANDON,33511,1365
-82.4899045499999,27.9379217800001,HILLSBOROUGH,FL,TAMPA,33609,1366
-80.2567744999999,26.2131552000001,BROWARD,FL,DAVIE,33328,1367
-80.2541543,26.21215033,BROWARD,FL,TAMARAC,33321,1368
-86.1179504199999,30.6597162200001,WALTON,FL,DEFUNIAK SPRINGS,32435,1369
-81.91304827,26.50728,LEE,FL,FORT MYERS,33908,1370
-80.94126555,26.7526814,HENDRY,FL,CLEWISTON,33440,1371
-81.43296058,27.46558924,HIGHLANDS,FL,SEBRING,33870,1372
-80.6144376,28.0871980200001,BREVARD,FL,MELBOURNE,32901,1373
-80.1199379,26.1864610700001,BROWARD,FL,FORT LAUDERDALE,33308,1374
-80.4300863399999,25.4799744900001,MIAMI-DADE,FL,HOMESTEAD,33033,1375
-85.24131483,30.7868444100001,JACKSON,FL,MARIANNA,32446,1376
-80.21348775,25.79234739,MIAMI-DADE,FL,MIAMI,33136,1377
-80.2036856399999,25.9304107900001,MIAMI-DADE,FL,NORTH MIAMI BEACH,33169,1378
-80.34469732,25.62974475,MIAMI-DADE,FL,MIAMI,33157,1379
-80.20953507,25.79116165,MIAMI-DADE,FL,DORAL,33122,1380
-87.15126923,30.9498495400001,SANTA ROSA,FL,JAY,32565,1381
-80.0911682999999,26.5985861500001,PALM BEACH,FL,ATLANTIS,33462,1382
-80.08787269,26.7613235900001,PALM BEACH,FL,WEST PALM BEACH,33407,1383
-82.64075371,27.7646375200001,PINELLAS,FL,SAINT PETERSBURG,33701,1384
-80.09636668,26.9228733100001,PALM BEACH,FL,JUPITER,33458,1385
-80.3860673,25.73097011,MIAMI-DADE,FL,MIAMI,33175,1386
-80.31745585,25.74750936,MIAMI-DADE,FL,MIAMI,33155,1387
-80.6324099999999,28.092831,BREVARD,FL,MELBOURNE,32901,1388
-82.1383737799999,29.1761036400001,MARION,FL,OCALA,34474,1389
-80.11045934,26.78297895,PALM BEACH,FL,RIVIERA BEACH,33418,1390
-82.6399938599999,27.7407459900001,PINELLAS,FL,SAINT PETERSBURG,33705,1391
-82.51905979,27.89806909,HILLSBOROUGH,FL,TAMPA,33611,1392
-82.4816084999999,27.98914074,HILLSBOROUGH,FL,TAMPA,33603,1393
-81.68207821,29.98784521,CLAY,FL,GREEN COVE SPRINGS,32043,1394
-80.27894771,25.76371679,MIAMI-DADE,FL,CORAL GABLES,33134,1395
-80.12755006,26.11908665,BROWARD,FL,FORT LAUDERDALE,33301,1396
-80.14425525,26.0097990800001,BROWARD,FL,HOLLYWOOD,33020,1397
-81.36476076,28.61333605,ORANGE,FL,MAITLAND,32751,1398
-82.3269097099999,30.02271425,UNION,FL,LAKE BUTLER,32054,1399
-82.68774475,30.183729,COLUMBIA,FL,LAKE CITY,32055,1400
-83.0029484299999,30.2912675900001,SUWANNEE,FL,LIVE OAK,32060,1401
-81.95407633,28.0603819500001,POLK,FL,LAKELAND,33805,1402
-80.67111188,26.72427155,PALM BEACH,FL,BELLE GLADE,33430,1403
-82.43539617,27.39059781,MANATEE,FL,BRADENTON,34202,1404
-82.80364866,27.9141474900001,PINELLAS,FL,LARGO,33770,1405
-80.2932347399999,25.70560155,MIAMI-DADE,FL,SOUTH MIAMI,33143,1406
-80.1805009999999,26.0211580000001,BROWARD,FL,HOLLYWOOD,33021,1407
-80.31226968,25.86854243,MIAMI-DADE,FL,HIALEAH,33012,1408
-80.3457183099999,27.43196973,ST. LUCIE,FL,FORT PIERCE,34950,1409
-81.8740243,26.6283919100001,LEE,FL,FORT MYERS,33901,1410
-81.65947633,26.6157346300001,LEE,FL,LEHIGH ACRES,33936,1411
-81.89548304,28.8369040900001,LAKE,FL,LEESBURG,34748,1412
-81.74258028,24.5808249500001,MONROE,FL,KEY WEST,33040,1413
-83.41149706,30.4705140900001,MADISON,FL,MADISON,32340,1414
-82.56199765,27.49701192,MANATEE,FL,BRADENTON,34208,1415
-80.52230508,25.0061565400001,MONROE,FL,TAVERNIER,33070,1416
-81.44108268,30.26391313,DUVAL,FL,JACKSONVILLE,32224,1417
-82.70798517,28.03874698,PINELLAS,FL,SAFETY HARBOR,34695,1418
-82.78293655,28.0140316420001,PINELLAS,FL,DUNEDIN,34698,1419
-82.6600605899999,28.2039334200001,PASCO,FL,TRINITY,34655,1420
-82.72076616,28.23570153,PASCO,FL,NEW PORT RICHEY,34652,1421
-80.67482367,28.10931987,BREVARD,FL,MELBOURNE,32935,1422
-81.6015080299999,30.2880617800001,DUVAL,FL,JACKSONVILLE,32216,1423
-80.37275118,25.99086815,BROWARD,FL,MIRAMAR,33029,1424
-80.24558482,26.0297931000001,BROWARD,FL,PEMBROKE PINES,33024,1425
-80.31080036,26.01301541,BROWARD,FL,PEMBROKE PINES,33028,1426
-80.1800219899999,26.0189418100001,BROWARD,FL,HOLLYWOOD,33021,1427
-80.1799103499999,26.00219657,BROWARD,FL,HOLLYWOOD,33021,1428
-80.21435329,25.74015862,MIAMI-DADE,FL,MIAMI,33133,1429
-82.80369684,27.9528167500001,PINELLAS,FL,CLEARWATER,33756,1430
-82.7148904599999,28.2540628900001,PASCO,FL,NEW PORT RICHEY,34652,1431
-82.45495546,28.1871831,PASCO,FL,LUTZ,33549,1432
-80.13968156,25.8132190900001,MIAMI-DADE,FL,MIAMI BEACH,33140,1433
-81.79874297,26.15064489,COLLIER,FL,NAPLES,34102,1434
-81.78874501,26.2743089000001,COLLIER,FL,NAPLES,34110,1435
-81.27363896,28.3767995900001,ORANGE,FL,ORLANDO,32827,1436
-80.2942967499999,25.74145624,MIAMI-DADE,FL,MIAMI,33155,1437
-82.41216616,29.66061304,ALACHUA,FL,GAINESVILLE,32605,1438
-82.10169813,29.9402788100001,BRADFORD,FL,STARKE,32091,1439
-86.5625252899999,30.7353546300001,OKALOOSA,FL,CRESTVIEW,32539,1440
-82.32381142,28.2003665400001,PASCO,FL,WESLEY CHAPEL,33543,1441
-82.13398153,30.23740947,BAKER,FL,MACCLENNY,32063,1442
-82.7021119899999,27.8255596000001,PINELLAS,FL,SAINT PETERSBURG,33709,1443
-85.54286154,30.7654920700001,WASHINGTON,FL,CHIPLEY,32428,1444
-80.2028860299999,26.2629748100001,BROWARD,FL,MARGATE,33063,1445
-82.53409605,28.5362240600001,HERNANDO,FL,BROOKSVILLE,34613,1446
-82.13679178,29.17539642,MARION,FL,OCALA,34474,1447
-81.73758964,30.1658402400001,CLAY,FL,ORANGE PARK,32073,1448
-81.52765993,28.5496624200001,ORANGE,FL,OCOEE,34761,1449
-81.47942213,28.42906155,ORANGE,FL,ORLANDO,32819,1450
-81.63370112,28.45825003,ORANGE,FL,WINTER GARDEN,34787,1451
-81.37720355,28.52572322,ORANGE,FL,ORLANDO,32806,1452
-81.72177659,28.5523736600001,LAKE,FL,CLERMONT,34711,1453
-81.35291167,28.6992065800001,SEMINOLE,FL,LONGWOOD,32750,1454
-81.30280672,28.24362232,OSCEOLA,FL,SAINT CLOUD,34769,1455
-81.40919031,28.29968039,OSCEOLA,FL,KISSIMMEE,34741,1456
-81.228064,28.6578410000001,SEMINOLE,FL,OVIEDO,32765,1457
-80.6109488499999,27.99942824,BREVARD,FL,PALM BAY,32907,1458
-80.08656992,26.8296139,PALM BEACH,FL,PALM BEACH GARDENS,33410,1459
-80.8300075399999,28.64035396,BREVARD,FL,TITUSVILLE,32796,1460
-82.74014146,27.7530805100001,PINELLAS,FL,SAINT PETERSBURG,33707,1461
-80.25290531,26.68356565,PALM BEACH,FL,LOXAHATCHEE,33470,1462
-82.44633807,27.3018485800001,SARASOTA,FL,SARASOTA,34240,1463
-81.90956898,26.5104316600001,LEE,FL,FORT MYERS,33908,1464
-80.8242014699999,28.63074177,BREVARD,FL,TITUSVILLE,32796,1465
-81.6848847699999,26.10553542,COLLIER,FL,NAPLES,34114,1466
-81.73268379,26.2139528700001,COLLIER,FL,NAPLES,34119,1467
-81.47668786,28.1447807600001,OSCEOLA,FL,KISSIMMEE,34758,1468
-80.2711114699999,27.29753006,ST. LUCIE,FL,PORT SAINT LUCIE,34952,1469
-81.69241585,29.64236171,PUTNAM,FL,PALATKA,32177,1470
-80.82869498,27.2602680300001,OKEECHOBEE,FL,OKEECHOBEE,34972,1471
-82.35763525,29.9884352500001,UNION,FL,LAKE BUTLER,32054,1472
-82.68825592,28.3619604900001,PASCO,FL,HUDSON,34667,1473
-86.47191119,30.39412199,OKALOOSA,FL,DESTIN,32541,1474
-81.5969855399999,30.29074697,DUVAL,FL,JACKSONVILLE,32216,1475
-80.72282544,28.3349938000001,BREVARD,FL,ROCKLEDGE,32955,1476
-87.06709506,30.6342186900001,SANTA ROSA,FL,MILTON,32570,1477
-82.53108234,27.3178507800001,SARASOTA,FL,SARASOTA,34239,1478
-83.57804872,30.1279125200001,TAYLOR,FL,NORTH VENICE,34275,1479
-80.62011454,28.05553195,BREVARD,FL,MELBOURNE,32901,1480
-80.48878681,27.8436910400001,INDIAN RIVER,FL,SEBASTIAN,32958,1481
-81.10741884,29.2425623300001,VOLUSIA,FL,DAYTONA BEACH,32117,1482
-81.3704418,28.5722967300001,ORANGE,FL,ORLANDO,32803,1483
-81.37017523,28.4773875000001,ORANGE,FL,ORLANDO,32809,1484
-85.647627706,30.1597687080001,BAY,FL,PANAMA CITY,32401,1485
-84.2529291399999,30.46168856,LEON,FL,TALLAHASSEE,32308,1486
-82.3639505799999,29.63213345,ALACHUA,FL,GAINESVILLE,32610,1487
-87.21568647,30.4786590900001,ESCAMBIA,FL,PENSACOLA,32504,1488
-80.09145003,26.60904408,PALM BEACH,FL,LAKE WORTH,33461,1489
-81.80295058,26.6304105,LEE,FL,FORT MYERS,33905,1490
-80.2106365399999,25.7768455400001,MIAMI-DADE,FL,MIAMI,33128,1491
-80.33152337,25.90033692,MIAMI-DADE,FL,MIAMI LAKES,33016,1492
-82.0195542399999,28.9098084,SUMTER,FL,OXFORD,34484,1493
-82.36539141,27.71355113,HILLSBOROUGH,FL,SUN CITY CENTER,33573,1494
-82.13892936,28.01567885,HILLSBOROUGH,FL,PLANT CITY,33563,1495
-80.49142975,25.4194064500001,MIAMI-DADE,FL,FLORIDA CITY,33034,1496
-80.24980235,26.0014343500001,BROWARD,FL,PEMBROKE PINES,33025,1497
-80.2942731799999,25.7021077700001,MIAMI-DADE,FL,MIAMI,33143,1498
-80.32153405,25.86033701,MIAMI-DADE,FL,HIALEAH,33012,1499
-82.48420867,28.53293554,HERNANDO,FL,BROOKSVILLE,34609,1500
-80.19348045,26.16361829,BROWARD,FL,LAUDERDALE LAKES,33311,1501
-82.65052972,27.77861662,PINELLAS,FL,SAINT PETERSBURG,33705,1502
-80.1776595699999,25.88987231,MIAMI-DADE,FL,NORTH MIAMI,33161,1503
-80.34297323,25.88375552,MIAMI-DADE,FL,HIALEAH GARDENS,33018,1504
-82.49185148,27.98214009,HILLSBOROUGH,FL,TAMPA,33607,1505
-82.48981847,27.9916799800001,HILLSBOROUGH,FL,TAMPA,33607,1506
-82.50967559,28.1295801200001,HILLSBOROUGH,FL,LUTZ,33558,1507
-82.34510464,27.78778121,HILLSBOROUGH,FL,RIVERVIEW,33578,1508
-80.2942960299999,27.2884280000001,ST. LUCIE,FL,PORT SAINT LUCIE,34952,1509
-80.0624620299999,26.7558711400001,PALM BEACH,FL,WEST PALM BEACH,33407,1510
-82.7275387399999,27.80543921,PINELLAS,FL,SAINT PETERSBURG,33710,1511
-80.2548242299999,25.74375681,MIAMI-DADE,FL,CORAL GABLES,33134,1512
-80.2185789,26.1633674500001,BROWARD,FL,LAUDERDALE LAKES,33313,1513
-80.26896162,25.8455618200001,MIAMI-DADE,FL,HIALEAH,33013,1514
-80.21470411,25.8597859500001,MIAMI-DADE,FL,MIAMI,33150,1515
-80.3263609699999,25.8857668900001,MIAMI-DADE,FL,HIALEAH,33016,1516
-82.61295143,27.4597279600001,MANATEE,FL,BRADENTON,34210,1517
-84.26140729,30.4568809300001,LEON,FL,TALLAHASSEE,32308,1518
-82.45915532,27.9379627000001,HILLSBOROUGH,FL,TAMPA,33606,1519
-82.1705288799999,29.15555426,MARION,FL,OCALA,34474,1520
-86.49547732,30.5335891,OKALOOSA,FL,NICEVILLE,32578,1521
-81.28562998,28.36740875,ORANGE,FL,ORLANDO,32827,1522
-81.6642748199999,30.3485052400001,DUVAL,FL,JACKSONVILLE,32209,1523
-81.8683142899999,28.8078347900001,LAKE,FL,LEESBURG,34748,1524
-81.87410563,28.81820729,LAKE,FL,LEESBURG,34748,1525
-81.6334189999999,30.483998,DUVAL,FL,JACKSONVILLE,32218,1526
-82.3640056,29.6322185000001,ALACHUA,FL,GAINESVILLE,32608,1527
-82.34286482,29.6399901300001,ALACHUA,FL,GAINESVILLE,32610,1528
-82.43621525,29.69198942,ALACHUA,FL,GAINESVILLE,32606,1529
-81.95833535,28.95015878,SUMTER,FL,THE VILLAGES,32159,1530
-81.19230456,28.5818054900001,ORANGE,FL,ORLANDO,32826,1531
-80.21071869,25.79114988,MIAMI-DADE,FL,MIAMI,33136,1532
-80.21590843,25.7883105500001,MIAMI-DADE,FL,MIAMI,33136,1533
-80.21593559,25.7890723900001,MIAMI-DADE,FL,MIAMI,33136,1534
-82.44508918,27.0911641600001,SARASOTA,FL,VENICE,34285,1535
-80.72933205,28.2279678800001,BREVARD,FL,MELBOURNE,32940,1536
