geometry,STATE,ID,NAME
POINT (-119.767824 39.1765171),NV,11658409,COMMUNITY HEALTH PHARMACY
POINT (-115.164714 36.1623454),NV,11709618,THE APOTHECARY SHOPS
POINT (-120.3427126 37.9740201),CA,11652247,CVS - 9208
POINT (-119.7037575 39.5566757),NV,11652258,CVS - 3948
POINT (-119.7399886 39.5843024),NV,11699046,WALGREENS - 9902
POINT (-121.0486479 37.6940173),CA,11697772,DALE ROAD MEDICAL OFFICES
POINT (-115.7738638 40.8280294),NV,11651482,CVS - 8801
POINT (-116.1060173 40.712746),NV,11705903,CARLIN COMMUNITY HEALTH CENTER
POINT (-115.7877765 40.8378768),NV,11656231,KMART
POINT (-114.0756116 40.7397229),NV,11705921,WENDOVER COMMUNITY HEALTH CENTER
POINT (-115.7925305 40.8407741),NV,11662332,WAL-MART SUPERCENTER - 2402
POINT (-121.1794709 44.2607933),OR,11655115,SAFEWAY
POINT (-116.2428235 43.5997473),ID,11647823,LIFES DOORS PHARMACY
POINT (-119.7778742 39.4545928),NV,11708096,SIERRA COMPOUNDING PHARMACY
POINT (-119.8400903 39.6055531),NV,11678979,RALEY'S - 115
POINT (-120.8359073 37.5094104),CA,11700994,TOWER PHARMACY AND HOME MEDICAL SUPPLY
POINT (-120.9352258 38.3625901),CA,11698904,PRESTON YOUTH CORRECTIONAL FACILITY PHARMACY
POINT (-119.7795583 39.4555578),NV,11703454,CVS - 9840
POINT (-116.3528336 43.6028738),ID,11712117,PORTICO PHARMACY
POINT (-112.0285655 41.1479192),UT,11659490,SMITHS
POINT (-111.8836425 40.8835062),UT,11711095,FRESH MARKET
POINT (-119.7810702 36.7599865),CA,11701951,BUKER COLSON MEDICINE CHEST
POINT (-115.0672999 36.0680849),NV,11687007,CVS - 5811
POINT (-111.8948308 40.8879178),UT,11648389,SHOPKO
POINT (-115.7655141 40.8476288),NV,11643600,SOUTHERN BANDS HEALTH CENTER
POINT (-111.8935999 40.8632623),UT,11663470,SMITH'S
POINT (-112.0608375 41.1373059),UT,11661731,WAL-MART SUPERCENTER - 5234
POINT (-121.1274091 44.6438902),OR,11655180,SAFEWAY
POINT (-121.2225306 38.6794032),CA,11706101,WAL-MART SUPERCENTER - 4309
POINT (-116.9735773 44.0241236),OR,11678337,RITE AID - 5400
POINT (-115.1223852 35.9967893),NV,11711663,PRIME PHARMACY
POINT (-119.7562559 39.4195582),NV,11652257,CVS - 9586
POINT (-111.9752001 41.1973401),UT,11670366,WALGREENS - 2527
POINT (-111.9507385 41.18538),UT,11640717,SMITH'S
POINT (-111.9673415 41.3043775),UT,11659481,SMITH'S
POINT (-116.4129539 43.6489153),ID,11709250,WALGREENS - 11687
POINT (-119.8677487 39.5355248),NV,11662338,WAL-MART SUPERCENTER - 3254
POINT (-119.8624692 39.5342956),NV,11700760,SAVE MART - 555
POINT (-119.2926036 36.3157799),CA,11707545,KAWEAH DELTA TRANSITIONAL CARE
POINT (-119.2979315 36.3284996),CA,11666351,KAWEAH DELTA HOME INFUSION PHARMACY / KAWEAH DELTA EMPLOYEE PHARMACY
POINT (-111.8327614 41.7456326),UT,11659781,SMITH'S MARKETPLACE
POINT (-111.6804685 40.27989),UT,11679020,COSTCO
POINT (-111.7525896 40.3657205),UT,11670348,WALGREENS - 1776
POINT (-111.6991615 40.2952078),UT,11665364,SUPERTARGET
POINT (-111.6612859 40.2386777),UT,11659486,SMITH'S
POINT (-111.6924324 40.2945128),UT,11648392,SHOPKO
POINT (-111.6889588 40.2817677),UT,11705826,WALGREENS - 11150
POINT (-111.732863 40.0535686),UT,11677454,RITE AID - 6311
POINT (-111.6662008 40.2522503),UT,11678397,RITE AID - 6148
POINT (-119.8066935 39.5071483),NV,11700822,SAVE MART - 556
POINT (-111.730727 42.5761836),ID,11695776,LONDON DRUG
POINT (-111.8203677 41.7588967),UT,11697868,LEE'S MARKETPLACE - 10805
POINT (-111.6635858 40.2340994),UT,11696278,B AND H PHARMACY
POINT (-111.8351557 41.7497681),UT,11710820,WALGREENS - 10552
POINT (-116.4148049 43.4913212),ID,11711894,CUSTOM RX
POINT (-116.2969601 43.6115212),ID,11646121,INNOVATIVE CARE PHARMACY LIMITED SERVICE
POINT (-113.6250416 37.124348),UT,11677778,LIN'S MARKETPLACE
POINT (-113.6232695 37.1223379),UT,11709196,WALGREENS - 11674
POINT (-113.7163199 37.5698578),UT,11697111,ENTERPRISE VALLEY MED CLINIC
POINT (-113.7818103 42.5366892),ID,11659764,SMITH'S
POINT (-119.1368601 36.3030123),CA,11701266,RANCHO PHARMACY
POINT (-113.5699794 37.1105965),UT,11678402,RITE AID - 6149
POINT (-111.9080075 40.8409421),UT,11673497,ORCHARD DRUG
POINT (-115.101237 36.0267061),NV,11671124,CEDAR PHARMACY
POINT (-113.553843 37.1034719),UT,11665369,TARGET
POINT (-112.0468756 41.1194404),UT,11646771,WINEGAR'S
POINT (-113.5650582 37.0956194),UT,11646962,PROFESSIONAL PARK PHARMACY
POINT (-112.5719481 39.35266),UT,11675894,DELTA DRUG AND GIFT
POINT (-111.4009945 41.9471402),UT,11680473,BEAR LAKE COMMUNITY HEALTH CENTER
POINT (-111.8245668 40.7576667),UT,11690808,RED BUTTE HEALTH CENTER PHARMACY
POINT (-111.9331614 40.7253157),UT,11690806,REDWOOD HEALTH CENTER PHARMACY
POINT (-111.9153519 40.7727988),UT,11678396,RITE AID - 6137
POINT (-111.8585009 40.6194263),UT,11661721,WAL-MART - 2207
POINT (-111.8560384 40.6861536),UT,11659116,COMMUNITY HEALTH MART PHARMACY
POINT (-111.9405812 40.6834917),UT,11655856,KMART
POINT (-111.8241843 40.6679154),UT,11706710,WALGREENS - 12639
POINT (-111.8668312 40.7340233),UT,11711072,FRESH MARKET
POINT (-111.8947616 40.5505017),UT,11679194,COSTCO
POINT (-111.8272289 40.7397206),UT,11678102,DAN'S FOODS
POINT (-111.794313 40.6849975),UT,11678100,DAN'S FOODS
POINT (-111.850272 40.7004698),UT,11670354,WALGREENS - 9111
POINT (-111.9378416 40.5617023),UT,11670359,WALGREENS - 6669
POINT (-111.9775274 40.541984),UT,11665368,TARGET
POINT (-111.8936189 40.5672706),UT,11665363,SUPERTARGET
POINT (-111.8661064 40.7505551),UT,11663467,SMITH'S
POINT (-111.8635141 40.6698482),UT,11661734,WAL-MART SUPERCENTER - 5350
POINT (-111.9011166 40.7408432),UT,11661727,WAL-MART SUPERCENTER - 3589
POINT (-112.083893 40.6951796),UT,11659792,SMITH'S
POINT (-111.7968968 40.6080546),UT,11659794,SMITH'S
POINT (-111.9325235 40.7232493),UT,11704144,LOVE INFUSION PHARMACY
POINT (-111.8595665 40.5854265),UT,11702033,WAL-MART SUPERCENTER - 5235
POINT (-111.8346755 40.7134467),UT,11696354,SOUTHEAST HEALTH MART PHARMACY
POINT (-111.838282 40.579105),UT,11711134,FRESH MARKET
POINT (-111.8874239 40.5018211),UT,11706731,HARMONS - 16
POINT (-111.8797961 40.7785364),UT,11675827,LATTER DAY SAINTS OUTPATIENT PHARMACY
POINT (-111.8756721 40.7612523),UT,11670353,WALGREENS - 9238
POINT (-111.9197871 40.389475),UT,11709508,WAL-MART - 4438
POINT (-111.901424 40.5456421),UT,11661722,WAL-MART SUPERCENTER - 2307
POINT (-111.8526325 40.5725915),UT,11693344,JOLLEY'S SANDY COMPOUNDING PHARMACY
POINT (-111.8977593 40.7291275),UT,11691407,SAM'S CLUB - 6686
POINT (-120.3603968 36.1370267),CA,11707878,WALGREENS - 10481
POINT (-111.8664233 40.5798279),UT,11656126,THE APOTHECARY SHOPS
POINT (-111.940948 40.5895595),UT,11659784,SMITH'S MARKETPLACE
POINT (-111.8918156 40.6954916),UT,11648471,ACCREDO HEALTH GROUP
POINT (-111.8558922 40.640266),UT,11698162,VERIDICUSRX / MEDIPHARM
POINT (-111.987714 40.5889345),UT,11663471,SMITH'S
POINT (-112.0266174 40.6980063),UT,11711118,FRESH MARKET
POINT (-111.9856698 40.6954561),UT,11674225,HARMONS - 01
POINT (-111.9533435 41.1645001),UT,11675875,INTERMOUNTAIN SOUTH OGDEN CLINIC PHARMACY
POINT (-111.6570836 40.5811661),UT,11705686,SNOWBIRD SKI AND SUMMER RESORT
POINT (-111.9797929 40.6684549),UT,11691430,UNIVERSITY HEALTH CARE - WESTRIDGE HEALTH CENTER
POINT (-111.825411 40.668989),UT,11702923,OLYMPUS PHARMACY
POINT (-119.9718274 37.4884528),CA,11707705,PIONEER MARKET PHARMACY
POINT (-113.6713027 42.6148017),ID,11701191,RIDLEY'S FRESH MARKETS
POINT (-111.6475384 40.2303715),UT,11642805,ALLENS SUPER SAVE MARKETS
POINT (-111.8801277 40.893242),UT,11675707,INTERMOUNTAIN BOUNTIFUL CLINIC PHARMACY
POINT (-111.6960334 40.2959096),UT,11711837,RIDLEY'S FAMILY MARKETS
POINT (-112.2963592 40.5445152),UT,11640670,ALBERTSONS-SAVON - 339
POINT (-111.50107 40.6622694),UT,11674547,PARK CITY CLINIC
POINT (-112.4674136 40.6002187),UT,11653629,WILLIAMS FAMILY DRUG
POINT (-112.2892386 40.6448242),UT,11642580,UNIVERSITY HEALTH CARE - STANSBURY HEALTH CENTER PHARMACY
POINT (-120.0737116 36.9557945),CA,11645734,BK PHARMACY
POINT (-120.641779 35.2567926),CA,11657618,PHARMERICA
POINT (-121.1765851 44.2624084),OR,11668127,WALGREENS - 7971
POINT (-118.630729 38.535265),NV,11642824,SAFEWAY
POINT (-121.1725385 44.2880402),OR,11703432,REDMOND HEALTHMART PHARMACY
POINT (-115.2560055 36.2637239),NV,11706757,WALGREENS - 10782
POINT (-115.0338385 36.0846608),NV,11711944,WALGREENS - 11668
POINT (-111.9014344 40.7168343),UT,11664767,PHARMERICA
POINT (-119.7962794 36.8473037),CA,11693378,CHILDREN'S HOME CARE
POINT (-114.4595238 42.5671408),ID,11667367,WALGREENS - 7277
POINT (-119.0667378 35.3136684),CA,11680531,WALGREENS OPTIONCARE
POINT (-119.0037164 35.3541332),CA,11711684,EXPRESS PHARMACY
POINT (-115.256918 36.2053109),NV,11664756,PHARMERICA
POINT (-117.8287593 44.7765727),OR,11689544,BAKER CITY PILL BOX PHARMACY
POINT (-115.9608013 39.5106541),NV,11705915,EUREKA MEDICAL CLINIC
POINT (-115.2495124 36.2167995),NV,11695313,MOUNTAIN VIEW PHARMACY
POINT (-111.873786 40.905688),UT,11677931,DICKS MARKET
POINT (-111.8226719 40.7579052),UT,11691483,UNIVERSITY OF UTAH UNIVERSITY NEUROPSYCHIATRIC INSTITUTE
POINT (-111.8762288 40.7688143),UT,11646624,MEDICAL PLAZA PHARMACY
POINT (-118.7591125 39.4838085),NV,11641313,FALLON TRIBAL HEALTH CENTER
POINT (-111.9944298 41.0908811),UT,11693937,WEE CARE PHARMACY
POINT (-115.350524 36.1608862),NV,11704385,ALBERTSONS-SAVON - 6060
POINT (-115.2980714 36.0835349),NV,11692439,REMEDY RX
POINT (-111.6625007 40.3053934),UT,11704480,UTAH VALLEY SPECIALTY HOSPITAL PHARMACY
POINT (-114.0121161 35.2534808),AZ,11673922,UPTOWN DRUG
POINT (-111.9751841 41.2176414),UT,11666345,WEBER HUMAN SERVICES PHARMACY
POINT (-111.8201274 39.1451033),UT,11673774,SUPER DRUG AND HERBAL STORE
POINT (-111.8845642 40.6323807),UT,11679537,GIBSONS PHARMACY
POINT (-115.155566 36.0127256),NV,11672432,WALGREENS - 5479
POINT (-112.0066484 41.3072574),UT,11704594,MOUNTAIN VIEW HEALTH MART PHARMACY - OGDEN CLINIC
POINT (-111.9679921 41.1647431),UT,11699520,CARE FIRST PHARMACY
POINT (-120.6797866 38.1954305),CA,11643733,KELLYS DRUG STORE
POINT (-111.929605 40.7222518),UT,11675819,INTERMOUNTAIN HEALTHCARE
POINT (-112.3232352 38.969722),UT,11643037,BAKER DRUG COMPANY
POINT (-111.7860177 39.9752768),UT,11710447,SANTAQUIN PHARMACY AND DIABETES CENTER
POINT (-121.0462576 39.2334008),CA,11643731,GRASS VALLEY MEDICAL CLINIC
POINT (-118.4207546 37.3773541),CA,11677344,RITE AID - 5839
POINT (-116.2838738 43.6349913),ID,11647057,HEARTLAND LONG TERM CARE PHARMACY
POINT (-120.6351793 35.4631407),CA,11648281,ATASCADERO STATE HOSPITAL
POINT (-119.3289459 36.2286069),CA,11661877,WAL-MART - 2536
POINT (-119.8271674 36.8236102),CA,11645483,BULLARD PHARMACY
POINT (-120.875886 37.054065),CA,11707438,TARGET
POINT (-120.7872401 38.7303084),CA,11679068,RITE AID - 6057
POINT (-119.9760954 38.9332545),CA,11676956,RITE AID - 6107
POINT (-119.7731939 36.822697),CA,11657913,MANOR DRUGS
POINT (-120.8379607 38.7285686),CA,11699973,GRANDPAS COMPOUNDING PHARMACY
POINT (-119.0413975 35.2965844),CA,11649287,ALBERTSONS-SAVON - 6323
POINT (-117.6746778 35.6057448),CA,11648862,ALBERTSONS-SAVON - 6331
POINT (-120.4919508 37.3037748),CA,11671969,WALGREENS - 3330
POINT (-119.3313425 36.3393686),CA,11708596,CVS - 2541
POINT (-119.2975852 36.3490766),CA,11708202,CVS - 2711
POINT (-119.0696943 36.0806602),CA,11707741,CVS - 35
POINT (-114.1747233 35.221006),AZ,11673928,UPTOWN DRUG
POINT (-120.3698613 37.9786795),CA,11699861,BOBS GREENLEY PHARMACY
POINT (-121.2176418 37.8114401),CA,11667711,WALGREENS - 10454
POINT (-119.2448282 35.7729353),CA,11647746,DELANO PHARMACY AND MEDICAL SUPPLIES
POINT (-119.3960555 36.5453954),CA,11694817,WALGREENS - 10201
POINT (-119.2756619 36.327735),CA,11693438,APRIA HEALTHCARE
POINT (-121.1698938 38.7443886),CA,11652036,CVS - 9526
POINT (-119.0592473 35.3644803),CA,11698096,DISCOVERY PLAZA MEDICAL AND ADMINISTRATIVE OFFICES
POINT (-121.0507087 37.7008746),CA,11667697,WALGREENS - 6355
POINT (-119.0024239 35.295185),CA,11710908,CVS - 2768
POINT (-119.7898878 36.7728084),CA,11707117,WALGREENS - 10243
POINT (-120.6426476 35.2489824),CA,11652773,CVS - 9662
POINT (-120.689495 35.2578945),CA,11652065,CVS - 9873
POINT (-120.6691784 35.2947695),CA,11693974,HEALTHPLUS PHARMACY
POINT (-120.6554924 35.4773423),CA,11669177,WALGREENS - 7210
POINT (-119.2401387 35.7620017),CA,11688868,COLES MEDICAL ARTS PHARMACY
POINT (-121.0988553 38.9344744),CA,11643526,CHAPA-DE INDIAN HEALTH PROGRAM INCORPORATED
POINT (-119.6793459 36.6299135),CA,11702617,CVS - 9710
POINT (-119.0947109 35.355467),CA,11652005,CVS - 9878
POINT (-119.0904767 35.3994296),CA,11652121,CVS - 9975
POINT (-119.03807 35.3877829),CA,11648273,KERN HOME HEALTH RESOURCES
POINT (-118.967936 35.3762186),CA,11646400,SILVER SPRAY PHARMACY
POINT (-118.9513074 35.3950187),CA,11697848,EAST HILLS MEDICAL OFFICES
POINT (-119.7730484 36.8047359),CA,11697716,FIRST STREET MEDICAL OFFICES
POINT (-119.730779 36.8527302),CA,11695192,RITE AID - 6476
POINT (-119.0222003 35.3391989),CA,11694709,MING AND H DRUGS
POINT (-121.0461495 39.2303338),CA,11693158,SPRING HILL PHARMACY
POINT (-119.0160877 35.3802519),CA,11689039,LEES CLINICAL PHARMACY
POINT (-120.0605101 36.7271485),CA,11680322,KERMAN HEALTH CENTER
POINT (-119.874056 36.8099241),CA,11679262,COSTCO
POINT (-119.2294775 35.6778291),CA,11680170,KERN AVENUE PHARMACY
POINT (-119.5458997 36.6043068),CA,11703492,FOX DRUG STORE
POINT (-119.3542973 35.6009724),CA,11677212,RITE AID - 5807
POINT (-119.521651 36.605065),CA,11675791,PARLIER HEALTH CENTER
POINT (-119.0214926 35.3858167),CA,11673394,BAKERSFIELD HOMECARE PHARMACY
POINT (-119.1037899 35.3478359),CA,11702538,CALIFORNIA STATE UNIVERSITY BAKERSFIELD STUDENT HEALTH SERVICES PHARMACY
POINT (-120.4974854 37.3031929),CA,11678790,COSTCO
POINT (-119.7006625 36.7347448),CA,11678071,RITE AID - 5872
POINT (-119.7728724 36.8225868),CA,11703542,WALGREENS - 9702
POINT (-119.8270555 36.8377821),CA,11669621,WALGREENS - 7204
POINT (-121.2244171 38.7443627),CA,11670045,WALGREENS - 6036
POINT (-121.0751795 38.9052471),CA,11676626,RITE AID - 6042
POINT (-119.0354018 35.3544154),CA,11691639,EL TEJON DRUGS
POINT (-119.8275109 36.7722737),CA,11672134,WALGREENS - 2702
POINT (-119.7356891 36.7354019),CA,11672131,WALGREENS - 6386
POINT (-120.6110366 37.3615969),CA,11706142,CVS - 3117
POINT (-119.8067053 36.8099436),CA,11652545,CVS - 9994
POINT (-119.7743797 36.7804791),CA,11652078,CVS - 7553
POINT (-119.7155068 36.983033),CA,11646714,FRIANT PHARMACY
POINT (-119.611647 36.5680172),CA,11645713,FOX DRUG STORE
POINT (-119.3306946 36.2977808),CA,11652205,CVS - 9271
POINT (-119.7279421 36.8500152),CA,11652799,CVS - 3940
POINT (-119.7167153 36.8077602),CA,11679633,THE MEDICINE SHOPPE PHARMACY
POINT (-121.135392 37.7524654),CA,11701072,SAVE MART - 100
POINT (-119.297353 36.3423605),CA,11667603,WALGREENS - 2869
POINT (-121.0032618 37.63415),CA,11654913,ROGERS DRUG STORE
POINT (-119.0453086 36.0833872),CA,11661490,WAL-MART - 1877
POINT (-119.5170542 37.0380984),CA,11652056,CVS - 9399
POINT (-119.2765686 36.3240968),CA,11652603,CVS - 9500
POINT (-120.2328009 37.8380381),CA,11645954,GROVELAND PHARMACY
POINT (-120.9574753 37.7314918),CA,11652148,CVS - 3079
POINT (-121.1423661 37.4654902),CA,11647270,SAVE MART - 82
POINT (-119.3142168 36.1960983),CA,11708871,CVS - 912
POINT (-119.0429018 36.0798128),CA,11652186,CVS - 9845
POINT (-119.8092756 36.8219116),CA,11668544,WALGREENS - 2727
POINT (-120.6115633 37.3412643),CA,11707448,SUPERTARGET
POINT (-121.0928363 38.944095),CA,11705782,SAFEWAY
POINT (-120.5019169 37.3179656),CA,11661606,WAL-MART - 2039
POINT (-119.7215806 36.7383247),CA,11661600,WAL-MART - 2001
POINT (-119.7709785 36.7808038),CA,11665930,TARGET
POINT (-119.3572076 35.6002531),CA,11656026,KMART
POINT (-119.7282594 36.8403826),CA,11666567,TARGET
POINT (-120.8619718 37.7585033),CA,11699036,OAKDALE PHARMACY
POINT (-118.9692171 35.3967139),CA,11652653,CVS - 9900
POINT (-119.7143189 36.809109),CA,11669176,WALGREENS - 7830
POINT (-121.0952522 38.943135),CA,11665712,TARGET
POINT (-119.558135 36.519598),CA,11652539,CVS - 9983
POINT (-119.1031672 35.3857039),CA,11665938,TARGET
POINT (-119.0609348 35.4133748),CA,11655909,VONS
POINT (-120.8470815 37.5190677),CA,11678647,RALEY'S - 310
POINT (-120.9398977 37.593059),CA,11677556,RITE AID - 6003
POINT (-120.956758 37.6577094),CA,11677847,RITE AID - 6010
POINT (-120.8625516 37.7606839),CA,11677803,RITE AID - 6014
POINT (-121.0107703 37.6884222),CA,11678645,RALEY'S - 308
POINT (-120.8504139 37.4982182),CA,11677589,RITE AID - 6019
POINT (-121.0322377 37.646897),CA,11652446,CVS - 9308
POINT (-120.8507535 37.4777007),CA,11652090,CVS - 9919
POINT (-120.470566 37.3245253),CA,11646433,MERCED COMMUNITY PHARMACY
POINT (-119.2957871 36.3262208),CA,11645890,PILLBOX PHARMACY
POINT (-119.0208601 35.3541766),CA,11689731,WISE BUYS DRUGS
POINT (-119.0401483 35.4128022),CA,11678019,RITE AID - 5816
POINT (-118.9667059 35.3908263),CA,11677999,RITE AID - 5814
POINT (-119.0396984 35.2953054),CA,11675486,WALGREENS - 1816
POINT (-119.0219338 35.3243951),CA,11666891,WALGREENS - 3272
POINT (-118.9609952 35.3914693),CA,11661313,WAL-MART - 1624
POINT (-119.0955502 35.3863155),CA,11661200,WAL-MART - 2557
POINT (-119.0434392 35.3757429),CA,11643868,BAKERSFIELD VETERANS AFFAIRS COMMUNITY CLINIC
POINT (-120.0731854 36.9521532),CA,11667689,WALGREENS - 6453
POINT (-120.0811254 36.9739767),CA,11708002,WALGREENS - 11242
POINT (-120.0584356 36.9622866),CA,11690239,YOSEMITE PHARMACY
POINT (-121.1883618 38.8183025),CA,11678942,RALEY'S - 231
POINT (-119.6961032 36.7369939),CA,11706026,SAVE MART SUPERMARKETS - 99
POINT (-121.0740928 38.9050914),CA,11652104,CVS - 9150
POINT (-120.6567069 40.4265285),CA,11643568,LASSEN INDIAN HEALTH CENTRE PHARMACY
POINT (-120.9744547 37.6769541),CA,11693103,MODEL PHARMACY
POINT (-119.0462684 35.3753581),CA,11671356,PRECISION PHARMACY
POINT (-121.1285238 36.2114268),CA,11685912,BERTELLI'S DRUG HEALTH MART PHARMACY
POINT (-116.6062421 43.6058944),ID,11656481,KMART
POINT (-112.01995 43.5107285),ID,11653242,FRED MEYER
POINT (-112.4491081 42.8897243),ID,11653243,FRED MEYER
POINT (-116.5893582 43.6153189),ID,11689800,COSTCO
POINT (-112.0325395 43.4972232),ID,11699283,HYWAY DRUG
POINT (-111.9651967 43.4824456),ID,11700550,WALGREENS - 10603
POINT (-121.121833 38.656178),CA,11678646,BEL AIR - 524
POINT (-121.1563763 38.6685501),CA,11652813,CVS - 9923
POINT (-121.1561219 38.6691201),CA,11700745,SAVE MART - 607
POINT (-111.980698 43.4867462),ID,11662189,WAL-MART SUPERCENTER - 1902
POINT (-114.3641348 43.6823335),ID,11642928,CHATEAU DRUG
POINT (-119.3702005 36.5440888),CA,11678061,RITE AID - 5852
POINT (-119.3328782 36.2266377),CA,11656025,KMART
POINT (-121.1525215 38.6718374),CA,11703657,TARGET
POINT (-112.458151 42.8679138),ID,11701156,RIDLEY'S PHARMACY
POINT (-112.4669873 42.9109351),ID,11667370,WALGREENS - 9157
POINT (-121.167526 38.6684867),CA,11662150,WAL-MART - 1760
POINT (-112.8390208 42.9435746),ID,11643434,WALLACE DRUG
POINT (-116.2460552 43.6038935),ID,11653645,FRED MEYER
POINT (-116.3163659 43.5892162),ID,11653592,FRED MEYER
POINT (-115.6679962 43.1367545),ID,11662196,WAL-MART SUPERCENTER - 2782
POINT (-120.1340333 36.0027648),CA,11692661,TOMER DRUG COMPANY
POINT (-113.7935951 42.5505229),ID,11685969,KWIK-MEDS HEALTH MART PHARMACY
POINT (-116.6712455 43.6522551),ID,11649627,ALBERTSONS-SAVON - 166
POINT (-111.9132771 43.6733165),ID,11698879,BROULIM'S
POINT (-114.5150655 42.6939446),ID,11662197,WAL-MART SUPERCENTER - 2831
POINT (-116.554101 43.5851634),ID,11689335,JOHN'S MEDIC HEALTH MART PHARMACY
POINT (-111.7753751 43.8374447),ID,11662186,WAL-MART - 1878
POINT (-111.7788167 43.8255656),ID,11684894,WALGREENS - 9918
POINT (-116.9328846 43.6161188),ID,11641580,PAUL'S
POINT (-116.5888388 43.609686),ID,11688194,TARGET
POINT (-116.3899867 43.599659),ID,11654557,SUPERIOR CARE PHARMACY IDAHO
POINT (-116.2759867 43.6679677),ID,11676290,RITE AID - 5414
POINT (-116.3433728 43.6180957),ID,11662198,WAL-MART SUPERCENTER - 2862
POINT (-116.3126803 43.6180954),ID,11656469,KMART
POINT (-116.1955226 43.5783387),ID,11649943,SHOPKO
POINT (-116.232682 43.6401534),ID,11649405,ALBERTSONS-SAVON - 189
POINT (-116.3162567 43.6345934),ID,11649394,ALBERTSONS-SAVON - 161
POINT (-116.2776672 43.6689027),ID,11649398,ALBERTSONS-SAVON - 156
POINT (-116.2442907 43.5892665),ID,11676465,RITE AID - 5417
POINT (-116.3150427 43.6201349),ID,11676634,RITE AID - 5415
POINT (-116.3520395 43.6473177),ID,11650075,ALBERTSONS-SAVON - 177
POINT (-116.4282925 43.619574),ID,11675218,THE MEDICAP PHARMACY
POINT (-114.7497408 42.5925846),ID,11701253,RIDLEY'S FAMILY MARKETS
POINT (-116.967176 44.2486778),ID,11701361,RIDLEY'S FAMILY MARKETS
POINT (-114.4528487 42.5944901),ID,11649942,SHOPKO
POINT (-121.1293792 38.6581176),CA,11672726,WALGREENS - 9048
POINT (-121.2251959 38.6778501),CA,11667560,WALGREENS - 4414
POINT (-121.1647988 38.6701781),CA,11667690,WALGREENS - 6417
POINT (-116.9454794 43.7867654),ID,11695526,THE MEDICAP PHARMACY
POINT (-112.8273 37.8426901),UT,11690295,PAROWAN GIFT AND DRUG
POINT (-120.9925459 37.6063227),CA,11641215,CARRANZA PHARMACY
POINT (-116.1533936 43.5429366),ID,11649404,ALBERTSONS-SAVON - 184
POINT (-115.2256949 36.1398926),NV,11706960,SPRING VALLEY PHARMACY
POINT (-115.1270812 36.0569049),NV,11687372,CVS - 2928
POINT (-115.2437274 36.0563401),NV,11686340,CVS - 5113
POINT (-115.2491233 36.2191665),NV,11665539,TARGET
POINT (-115.1242707 36.0229713),NV,11662335,WAL-MART SUPERCENTER - 2593
POINT (-115.0493489 36.0203698),NV,11649079,ALBERTSONS-SAVON - 6002
POINT (-115.0302353 36.1366895),NV,11709477,CVS - 1507
POINT (-115.0716293 36.0758398),NV,11675141,APRIA HEALTHCARE
POINT (-114.9812155 36.041839),NV,11651073,ALBERTSONS-SAVON - 6019
POINT (-115.0832754 36.0732878),NV,11649075,ALBERTSONS-SAVON - 6043
POINT (-114.8451908 35.9761911),NV,11649132,ALBERTSONS-SAVON - 6093
POINT (-115.2461768 36.0650628),NV,11706114,SAM'S CLUB - 4983
POINT (-115.2710148 36.2732001),NV,11662341,SAM'S CLUB - 6257
POINT (-114.9947845 36.0389355),NV,11707470,TARGET
POINT (-115.1224448 36.0122767),NV,11665944,TARGET
POINT (-114.9933345 36.0090996),NV,11655110,VONS
POINT (-115.2263808 36.2163256),NV,11672957,WALGREENS - 4855
POINT (-115.0279464 36.196267),NV,11667227,WALGREENS - 5570
POINT (-115.1415151 36.1693558),NV,11667216,WALGREENS - 7499
POINT (-115.0632735 36.1651304),NV,11662084,WAL-MART - 1559
POINT (-115.2465298 36.1231271),NV,11662085,WAL-MART SUPERCENTER - 1584
POINT (-115.0639797 36.0258814),NV,11659777,SMITH'S
POINT (-115.1247239 36.157001),NV,11652925,CVS - 8788
POINT (-115.0797742 36.1722752),NV,11652705,CVS - 8824
POINT (-118.9667782 37.6456726),CA,11677341,RITE AID - 5842
POINT (-115.117357 36.1747303),NV,11711948,WALGREENS - 10862
POINT (-115.1016944 35.9919536),NV,11667875,WALGREENS - 6545
POINT (-115.2240291 36.2405304),NV,11662349,WAL-MART NEIGHBORHOOD MARKET - 5258
POINT (-115.1111836 36.142691),NV,11656227,KMART
POINT (-115.1608542 36.2410987),NV,11652710,CVS - 8804
POINT (-115.1704048 36.1231798),NV,11708671,WALGREENS - 7842
POINT (-115.1519992 36.0583425),NV,11645284,CRITICAL CARE SYSTEMS
POINT (-115.137289 36.01384),NV,11642219,CVS - 5043
POINT (-115.1392256 36.1170231),NV,11665947,TARGET
POINT (-115.2318289 36.160209),NV,11651967,WAL-MART NEIGHBORHOOD MARKET - 3788
POINT (-115.0449516 36.2384334),NV,11644528,NELLIS AIR FORCE BASE SATELLITE PHARMACY-DOD
POINT (-115.181359 36.2380333),NV,11695565,FOOD4LESS
POINT (-115.1790164 36.2850619),NV,11695165,SMITH'S
POINT (-115.173334 36.2385403),NV,11665945,TARGET
POINT (-115.1706606 36.1593656),NV,11651227,CVS - 8811
POINT (-115.1754311 36.2171126),NV,11643960,VETERANS AFFAIRS SOUTHERN NEVADA HEALTHCARE SYSTEM BUSINESS CENTER
POINT (-115.1341346 36.0120755),NV,11663455,SMITH'S
POINT (-114.9658865 36.0270467),NV,11659770,SMITH'S
