X,Y,FID,CalcLocati,CalcLoca_1,CalcLoca_2,Name,Address,City,State,Zip,formated_p,Status,Icon,Type_,ObjectId
-71.5,41.6935,1408,"41.69354600,-71.49997800",-71.499978,41.693546,Dialysis Center of West Warwick,1775 Bald Hill Road,WARWICK,RI,2886,Please call patient admission line,open,small_green,Dialysis Center,1118
-118.5886,34.1713,1211,"34.17126200,-118.58861200",-118.588612,34.171262,Kaiser Foundation Hospital Medical Ctr.- Woodland Hills,"5601 De Soto Avenue, Area 247 Peritoneal Dialysis",Woodland Hills,CA,91365,Please call patient admission line,open,small_green,Dialysis Center,1119
-71.4118,41.8414,1409,"41.84140700,-71.41183900",-71.411839,41.841407,NNA of Providence,125 Corliss Street,PROVIDENCE,RI,2904,Please call patient admission line,open,small_green,Dialysis Center,1120
-118.3955,34.0249,1212,"34.02486600,-118.39550700",-118.395507,34.024866,FMC-Culver City Dialysis,9432 Venice Blvd.,Culver City,CA,90230,Please call patient admission line,open,small_green,Dialysis Center,1121
-118.3238,34.16,1213,"34.15998100,-118.32382700",-118.323827,34.159981,FMC-Burbank,"2031 Alameda Avenue, Suite 202",Burbank,CA,91506,Please call patient admission line,open,small_green,Dialysis Center,1122
-71.4509,41.8647,1410,"41.86466500,-71.45091400",-71.450914,41.864665,DaVita North Providence Renal Center,1635 Mineral Spring Ave.,North Providence,RI,2904,Please call patient admission line,open,small_green,Dialysis Center,1123
-117.9681,34.0411,1214,"34.04113400,-117.96811400",-117.968114,34.041134,"La Puente Dialysis Center, Inc.",14557 Temple Avenue,La Puente,CA,91744,Please call patient admission line,open,small_green,Dialysis Center,1124
-71.5027,41.4373,1411,"41.43725600,-71.50265700",-71.502657,41.437256,Wakefield Dialysis Center,10 High Street Suite C,Wakefield,RI,2879,Please call patient admission line,open,small_green,Dialysis Center,1125
-117.29,34.4814,1215,"34.48138300,-117.29005000",-117.29005,34.481383,Desert Cities Dialysis,12675 Hesperia Road,Victorville,CA,92392,Please call patient admission line,open,small_green,Dialysis Center,1126
-71.1525,41.6623,1412,"41.66230200,-71.15250800",-71.152508,41.662302,Dialysis Center of Tiverton,22 Hurst Lane,TIVERTON,RI,2878,Please call patient admission line,open,small_green,Dialysis Center,1127
-118.1869,33.9669,1216,"33.96689100,-118.18686000",-118.18686,33.966891,DaVita-Premier Dialysis Center,7612 Atlantic Avenue,Cudahy,CA,90201,Please call patient admission line,open,small_green,Dialysis Center,1128
-71.3683,41.8797,1413,"41.87973800,-71.36834200",-71.368342,41.879738,Dialysis Center of Pawtucket,201 Armistice Boulevard,PAWTUCKET,RI,2860,Please call patient admission line,open,small_green,Dialysis Center,1129
-119.1571,34.2208,1217,"34.22079200,-119.15705400",-119.157054,34.220792,FMC-Oxnard,"1801 Holser Walk, Suite 310",Oxnard,CA,93030,Please call patient admission line,open,small_green,Dialysis Center,1130
-71.4208,41.8074,1414,"41.80737600,-71.42082400",-71.420824,41.807376,Dialysis Center of Providence,9 Plenty Street,PROVIDENCE,RI,2907,Please call patient admission line,open,small_green,Dialysis Center,1131
-117.9726,33.7576,1218,"33.75763000,-117.97256000",-117.97256,33.75763,DaVita-Westminster South Dialysis,14014 Magnolia St.,Westminster,CA,92683,Please call patient admission line,open,small_green,Dialysis Center,1132
-71.3812,41.8728,1415,"41.87281000,-71.38118500",-71.381185,41.87281,NNA - Pawtucket,79 Division Street,PAWTUCKET,RI,2860,Please call patient admission line,open,small_green,Dialysis Center,1133
-117.8664,34.1352,1219,"34.13518700,-117.86644200",-117.866442,34.135187,FMC-RAI-W. Foothill Blvd-Glendora,120 W. Foothill Blvd.,Glendora,CA,91740,Please call patient admission line,open,small_green,Dialysis Center,1134
-71.3685,41.8208,1416,"41.82076700,-71.36851300",-71.368513,41.820767,Dialysis Center of East Providence,318 Waterman Avenue,EAST PROVIDENCE,RI,2914,Please call patient admission line,open,small_green,Dialysis Center,1135
-117.2439,33.1425,1220,"33.14246900,-117.24385500",-117.243855,33.142469,U.S. Renal Care Oceanside Dialysis,2227- B El Camino Real,Oceanside,CA,92054,Please call patient admission line,open,small_green,Dialysis Center,1136
-71.5025,41.8279,1417,"41.82793200,-71.50252900",-71.502529,41.827932,DIALYSIS CENTER OF JOHNSTON,1526 Atwood Avenue,JOHNSTON,RI,2919,Please call patient admission line,open,small_green,Dialysis Center,1137
-118.4182,37.3618,1221,"37.36176300,-118.41818600",-118.418186,37.361763,Toiyabe Dialysis Center,44 Tu Su Lane,Bishop,CA,93514,Please call patient admission line,open,small_green,Dialysis Center,1138
-71.4797,41.9362,1418,"41.93617200,-71.47971300",-71.479713,41.936172,Bio-Medical Applications of Rhode Island,622 George Washington Highway,LINCOLN,RI,2865,Please call patient admission line,open,small_green,Dialysis Center,1139
-120.4608,34.6501,1222,"34.65007400,-120.46081000",-120.46081,34.650074,"Lompoc Artificial Kidney Center, LLC",127 W. Pine Avenue,Lompoc,CA,93436,Please call patient admission line,open,small_green,Dialysis Center,1140
-118.185,33.931,1223,"33.93098200,-118.18498400",-118.184984,33.930982,DaVita-Imperial Care Dialysis Center,4345 E. Imperial Highway,Lynwood,CA,90262,Please call patient admission line,open,small_green,Dialysis Center,1141
-71.3984,41.7934,1419,"41.79337600,-71.39838100",-71.398381,41.793376,The Dialysis Center of Rhode Island Hospital,22 Baker Street,PROVIDENCE,RI,2905,Please call patient admission line,open,small_green,Dialysis Center,1142
-117.9564,34.0184,1224,"34.01840700,-117.95636100",-117.956361,34.018407,Mohan Dialysis Center of Industry,15757 E. Valley Blvd.,City of Industry,CA,91744,Please call patient admission line,open,small_green,Dialysis Center,1143
-71.3454,41.8084,1420,"41.80844600,-71.34536300",-71.345363,41.808446,Dialysis Center of Rhode Island Hospital,950 Warren Avenue,EAST PROVIDENCE,RI,2914,Please call patient admission line,open,small_green,Dialysis Center,1144
-117.1296,32.718,1225,"32.71795000,-117.12960900",-117.129609,32.71795,DaVita-San Ysidro Dialysis,"1445 30th Street, Suite A and B",San Diego,CA,92154,Please call patient admission line,open,small_green,Dialysis Center,1145
-118.8705,34.1747,1226,"34.17471300,-118.87047300",-118.870473,34.174713,DaVita-Dialysis Center of Thousand Oaks,"375 Rolling Oaks Drive, Suite 100",Thousand Oaks,CA,91361,Please call patient admission line,open,small_green,Dialysis Center,1146
-73.1929,44.476,1421,"44.47602100,-73.19289800",-73.192898,44.476021,University of Vermont Medical Center Inc,111 Colchester Avenue,BURLINGTON,VT,5401,Please call patient admission line,open,small_green,Dialysis Center,1147
-117.0861,32.7072,1227,"32.70723200,-117.08608300",-117.086083,32.707232,DaVita-San Diego East,"292 Euclid Avenue, Suite 100",San Diego,CA,92114,Please call patient admission line,open,small_green,Dialysis Center,1148
-73.185,42.8746,1422,"42.87460000,-73.18505000",-73.18505,42.8746,SOUTHWESTERN VERMONT RENAL CENTER,SVMC,BENNINGTON,VT,5201,Please call patient admission line,open,small_green,Dialysis Center,1149
-119.089,35.3176,1228,"35.31763900,-119.08897900",-119.088979,35.317639,DaVita-White Lane Dialysis,"7701 White Lane, Suite D",Bakersfield,CA,93309,Please call patient admission line,open,small_green,Dialysis Center,1150
-72.0138,44.4447,1423,"44.44473800,-72.01379500",-72.013795,44.444738,FMC of ST. Johnsbury Dialysis,1080 Hospital Drive,SAINT JOHNSBURY,VT,5819,Please call patient admission line,open,small_green,Dialysis Center,1151
-117.2668,34.0729,1229,"34.07294500,-117.26681900",-117.266819,34.072945,DaVita-Citrus Valley Dialysis,894 Hardt Street,San Bernardino,CA,92408,Please call patient admission line,open,small_green,Dialysis Center,1152
-115.5539,32.9605,1230,"32.96050400,-115.55394200",-115.553942,32.960504,FMC-Brawley,"751 Legion Road, Suite 100",Brawley,CA,92227,Please call patient admission line,open,small_green,Dialysis Center,1153
-72.4461,44.1562,1424,"44.15620600,-72.44605200",-72.446052,44.156206,UNIVERSITY OF VERMONT MEDICAL CENTER DIALYSIS BERLIN,CENTRAL VERMONT HOSPITAL / RENAL DIALYSIS UNIT,BARRE,VT,5641,Please call patient admission line,open,small_green,Dialysis Center,1154
-117.2183,32.9488,1231,"32.94882400,-117.21826100",-117.218261,32.948824,FMC-La Jolla,"4765 Carmel Mountain Road, Suite 100",San Diego,CA,92130,Please call patient admission line,open,small_green,Dialysis Center,1155
-72.9551,43.5983,1425,"43.59828600,-72.95511900",-72.955119,43.598286,UNIVERSITY OF VERMONT MEDICAL CENTER DIALYSIS RUTLAND,160 Allen Street,RUTLAND,VT,5701,Please call patient admission line,open,small_green,Dialysis Center,1156
-118.1564,34.6812,1232,"34.68115800,-118.15637500",-118.156375,34.681158,Antelope Valley Kidney Institute,"43932 15th Street, Suite 103",Lancaster,CA,93534,Please call patient admission line,open,small_green,Dialysis Center,1157
-73.0702,44.8071,1426,"44.80707100,-73.07016900",-73.070169,44.807071,UNIVERSITY OF VERMONT MEDICAL CENTER DIALYSIS ST. ALBANS,"7 Crest Road, Suite 78",SAINT ALBANS,VT,5478,Please call patient admission line,open,small_green,Dialysis Center,1158
-119.6406,36.3313,1233,"36.33132500,-119.64060900",-119.640609,36.331325,DaVita-Sequoia Dialysis,440 N. 11th Street,HANFORD,CA,93230,Please call patient admission line,open,small_green,Dialysis Center,1159
-73.2002,44.4514,1427,"44.45137000,-73.20015200",-73.200152,44.45137,UNIVERSITY OF VERMONT MEDICAL CENTER DIALYSIS SOUTH BURLINGTON,35 Joy Drive,SOUTH BURLINGTON,VT,5403,Please call patient admission line,open,small_green,Dialysis Center,1160
-116.972,32.6433,1234,"32.64326300,-116.97202500",-116.972025,32.643263,U.S. Renal Care Chula Vista Home Dialysis,"2082 Otay Lakes Road, Suite 101",CHULA VISTA,CA,91915,Please call patient admission line,open,small_green,Dialysis Center,1161
-72.2008,44.9558,1428,"44.95579200,-72.20080000",-72.2008,44.955792,UNIVERSITY OF VERMONT MEDICAL CENTER DIALYSIS NEWPORT,189 PROUTY DRIVE,NEWPORT,VT,5855,Please call patient admission line,open,small_green,Dialysis Center,1162
-116.9725,32.6429,1235,"32.64292100,-116.97254300",-116.972543,32.642921,U.S. Renal Care Chula Vista Dialysis,2084 Otay Lakes Rd Ste 101,CHULA VISTA,CA,91915,Please call patient admission line,open,small_green,Dialysis Center,1163
-73.905,40.8687,1429,"40.86867100,-73.90499700",-73.904997,40.868671,JAMES J. PETERS DEPT OF VA MEDICAL CTR,130 WEST KINGSBRIDGE RD,BRONX,NY,10468,Please call patient admission line,open,small_green,Dialysis Center,1164
-117.8861,33.7101,1236,"33.71009500,-117.88613900",-117.886139,33.710095,FMC-Santa Ana Dialysis,"2740 S. Bristol Street, Suite 110",SANTA ANA,CA,92704,Please call patient admission line,open,small_green,Dialysis Center,1165
-74.0239,40.6086,1430,"40.60859100,-74.02389700",-74.023897,40.608591,VA HOSPITAL - BROOKLYN,800 POLY PLACE,BROOKLYN,NY,11209,Please call patient admission line,open,small_green,Dialysis Center,1166
-117.1748,33.6883,1237,"33.68832900,-117.17481800",-117.174818,33.688329,DaVita Menifee Home Dialysis,"29878 Haun Road, Suite 100",MENIFEE,CA,92586,Please call patient admission line,open,small_green,Dialysis Center,1167
-73.7733,42.6312,1431,"42.63121300,-73.77334100",-73.773341,42.631213,DCI Mount Hope,270 Mt Hope Drive,Albany,NY,12202,Please call patient admission line,open,small_green,Dialysis Center,1168
-78.8136,42.9512,1432,"42.95121500,-78.81359500",-78.813595,42.951215,VAWNYHS-Buffalo,3495 Bailey Avenue,Buffalo,NY,14215,Please call patient admission line,open,small_green,Dialysis Center,1169
-118.3484,33.8124,1238,"33.81239200,-118.34836900",-118.348369,33.812392,U.S. Renal Care South Bay Home Program,23441 Madison Street #320,TORRANCE,CA,90503,Please call patient admission line,open,small_green,Dialysis Center,1170
-73.3139,40.8988,1433,"40.89882800,-73.31390300",-73.313903,40.898828,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,Please call patient admission line,open,small_green,Dialysis Center,1171
-118.0004,33.8308,1239,"33.83083500,-118.00040100",-118.000401,33.830835,FMC-Anaheim Dialysis,"3150 W. Lincoln Avenue, Suite 100",ANAHEIM,CA,92801,Please call patient admission line,open,small_green,Dialysis Center,1172
-74.0761,40.6209,1434,"40.62094700,-74.07613000",-74.07613,40.620947,DCI-New Vanderbilt Dialysis Center,135 Vanderbilt Avenue,Staten Island,NY,10304,Please call patient admission line,open,small_green,Dialysis Center,1173
-117.3489,34.07,1240,"34.07000500,-117.34893200",-117.348932,34.070005,DaVita Colton Ranch Dialysis,"1405 Valley Blvd., Suite 100",COLTON,CA,92324,Please call patient admission line,open,small_green,Dialysis Center,1174
-73.7719,42.6507,1435,"42.65073200,-73.77193600",-73.771936,42.650732,VA HOSPITAL - ALBANY,113 HOLLAND AVENUE,ALBANY,NY,12208,Please call patient admission line,open,small_green,Dialysis Center,1175
-118.3542,33.8652,1241,"33.86524700,-118.35415700",-118.354157,33.865247,U.S. Renal Care South Bay Dialysis,4450 182nd Street,REDONDO BEACH,CA,90278,Please call patient admission line,open,small_green,Dialysis Center,1176
-73.8977,40.9293,1436,"40.92928900,-73.89765400",-73.897654,40.929289,ST. JOSEPHS HOSP. HLTH CTR-YONKERS,127 SOUTH BROADWAY,YONKERS,NY,10701,Please call patient admission line,open,small_green,Dialysis Center,1177
-117.746,34.0961,1242,"34.09608000,-117.74595300",-117.745953,34.09608,"Pomona Dialysis Center, Inc.","255 E. Bonita Avenue, Building 1 Ste 200",POMONA,CA,91767,Please call patient admission line,open,small_green,Dialysis Center,1178
-73.7753,42.6531,1437,"42.65312400,-73.77529700",-73.775297,42.653124,ALBANY MEDICAL CENTER,43 NEW SCOTLAND AVENUE,ALBANY,NY,12208,Please call patient admission line,open,small_green,Dialysis Center,1179
-117.9213,33.9901,1243,"33.99009700,-117.92134600",-117.921346,33.990097,DaVta Rowland Heights Dialysis,"17875 Colima Rd, Suite A",City of Industry,CA,91748,Please call patient admission line,open,small_green,Dialysis Center,1180
-73.9534,40.7904,1438,"40.79038200,-73.95339100",-73.953391,40.790382,MT. SINAI KIDNEY CTR.,1 GUSTAVE L. LEVY PLACE,NEW YORK,NY,10029,Please call patient admission line,open,small_green,Dialysis Center,1181
-119.0592,35.3174,1244,"35.31735800,-119.05918300",-119.059183,35.317358,Central Bakersfield Dialysis Center,"5101 White Ln, Suite A",Bakersfield,CA,93309,Please call patient admission line,open,small_green,Dialysis Center,1182
-75.2574,43.0909,1439,"43.09091500,-75.25741000",-75.25741,43.090915,FAXTON-ST. LUKES HEALTHCARE,1676 Sunset Ave,UTICA,NY,13502,Please call patient admission line,open,small_green,Dialysis Center,1183
-117.369,34.1372,1245,"34.13720100,-117.36898500",-117.368985,34.137201,DaVita-Rancho San Bernardino Dialysis,2015 North Riverside Ave,Rialto,CA,92377,Please call patient admission line,open,small_green,Dialysis Center,1184
-73.416,40.8794,1440,"40.87941900,-73.41603600",-73.416036,40.879419,HUNTINGTON HOSPITAL,270 Park Avenue,Huntington,NY,11743,Please call patient admission line,open,small_green,Dialysis Center,1185
-72.9403,41.2725,1246,"41.27245200,-72.94033500",-72.940335,41.272452,VA Medical Center - West Haven,"Dialysis Unit 111F, Bldg. 2 - Ground Fl.",WEST HAVEN,CT,6516,Please call patient admission line,open,small_green,Dialysis Center,1186
-73.8257,40.747,1441,"40.74696400,-73.82571200",-73.825712,40.746964,THE NY HOSP MED CTR OF QUEENS,56-45 MAIN STREET,FLUSHING,NY,11355,Please call patient admission line,open,small_green,Dialysis Center,1187
-73.2052,41.1935,1247,"41.19354000,-73.20524400",-73.205244,41.19354,DaVita Bridgeport Dialysis,900 Madison Avenue,BRIDGEPORT,CT,6606,Please call patient admission line,open,small_green,Dialysis Center,1188
-73.9775,40.69,1442,"40.69001800,-73.97746600",-73.977466,40.690018,BROOKLYN HOSPITAL CENTER,121 DEKALB AVENUE,BROOKLYN,NY,11201,Please call patient admission line,open,small_green,Dialysis Center,1189
-72.9453,41.3107,1248,"41.31067600,-72.94532300",-72.945323,41.310676,New Haven Home Dialysis,136 Sherman Avenue,NEW HAVEN,CT,6511,Please call patient admission line,open,small_green,Dialysis Center,1190
-73.8799,40.8799,1443,"40.87986400,-73.87989500",-73.879895,40.879864,MONTEFIORE HOSP. & MED. CTR.,111 EAST 210TH STREET,BRONX,NY,10467,Please call patient admission line,open,small_green,Dialysis Center,1191
-73.5615,41.0462,1249,"41.04618700,-73.56148900",-73.561489,41.046187,DaVita Stamford Dialysis,30 Commerce Road,STAMFORD,CT,6902,Please call patient admission line,open,small_green,Dialysis Center,1192
-73.9772,40.7368,1444,"40.73681100,-73.97720200",-73.977202,40.736811,VA HOSPITAL - NEW YORK,423 E 23RD ST,NEW YORK,NY,10010,Please call patient admission line,open,small_green,Dialysis Center,1193
-72.7365,41.7099,1250,"41.70988300,-72.73652000",-72.73652,41.709883,Dialysis Center Of Newington,375 Willard Avenue,NEWINGTON,CT,6111,Please call patient admission line,open,small_green,Dialysis Center,1194
-73.9545,40.7643,1445,"40.76434700,-73.95450800",-73.954508,40.764347,"NEW YORK & PRESBYTERIAN HOSPITALS, INC.",525 E 68TH ST,NEW YORK,NY,10065,Please call patient admission line,open,small_green,Dialysis Center,1195
-72.5811,42.0008,1251,"42.00077300,-72.58109500",-72.581095,42.000773,Enfield Dialysis Center,113 Elm Street,ENFIELD,CT,6082,Please call patient admission line,open,small_green,Dialysis Center,1196
-74.923,42.6953,1446,"42.69525000,-74.92304500",-74.923045,42.69525,MARY IMOGENE BASSETT HOSPITAL,1 ATWELL ROAD,COOPERSTOWN,NY,13326,Please call patient admission line,open,small_green,Dialysis Center,1197
-72.9249,41.305,1252,"41.30495200,-72.92488600",-72.924886,41.304952,DaVita New Haven Dialysis,15 Center Street,NEW HAVEN,CT,6510,Please call patient admission line,open,small_green,Dialysis Center,1198
-72.9766,40.7801,1447,"40.78006300,-72.97658000",-72.97658,40.780063,Long Island Community Hospital,101 HOSPITAL ROAD,PATCHOGUE,NY,11772,Please call patient admission line,open,small_green,Dialysis Center,1199
-72.7667,41.516,1253,"41.51597000,-72.76668600",-72.766686,41.51597,Central Ct Dialysis Center,377 Research Parkway,MERIDEN,CT,6450,Please call patient admission line,open,small_green,Dialysis Center,1200
-73.6389,40.7395,1448,"40.73949700,-73.63888400",-73.638884,40.739497,NYU Langone Hospitals,200 OLD COUNTRY ROAD,MINEOLA,NY,11501,Please call patient admission line,open,small_green,Dialysis Center,1201
-72.6559,41.764,1254,"41.76399600,-72.65586200",-72.655862,41.763996,East Hartford Dialysis Center,200 Pitkin Street,EAST HARTFORD,CT,6108,Please call patient admission line,open,small_green,Dialysis Center,1202
-73.9439,40.7848,1449,"40.78477100,-73.94390500",-73.943905,40.784771,METROPOLITAN HOSPITAL CENTER,1901 FIRST AVENUE,NEW YORK,NY,10029,Please call patient admission line,open,small_green,Dialysis Center,1203
-73.1258,41.2733,1255,"41.27334600,-73.12575400",-73.125754,41.273346,DaVita Shelton Dialysis,750 Bridgeport Avenue,SHELTON,CT,6484,Please call patient admission line,open,small_green,Dialysis Center,1204
-73.934,40.6595,1450,"40.65945300,-73.93400600",-73.934006,40.659453,KINGSBROOK JEWISH MEDICAL CENTER,585 SCHENECTADY AVE,BROOKLYN,NY,11203,Please call patient admission line,open,small_green,Dialysis Center,1205
-73.0574,41.5517,1256,"41.55169000,-73.05736100",-73.057361,41.55169,DaVita Greater Waterbury  Dialysis,209 Highland Avenue,WATERBURY,CT,6708,Please call patient admission line,open,small_green,Dialysis Center,1206
-73.9446,40.6563,1451,"40.65625000,-73.94461400",-73.944614,40.65625,NYC HEALTH + HOSPITALS/KINGS COUNTY,451 CLARKSON AVENUE,BROOKLYN,NY,11203,Please call patient admission line,open,small_green,Dialysis Center,1207
-72.926,41.3105,1257,"41.31054700,-72.92604600",-72.926046,41.310547,St. Raphael Dialysis Center - New Haven,Dialysis Unit,New Haven,CT,6511,Please call patient admission line,open,small_green,Dialysis Center,1208
-78.8293,42.9271,1452,"42.92714500,-78.82929500",-78.829295,42.927145,ERIE COUNTY MEDICAL CENTER,462 Grider Street,Buffalo,NY,14215,Please call patient admission line,open,small_green,Dialysis Center,1209
-73.0908,41.2063,1258,"41.20633700,-73.09084500",-73.090845,41.206337,DaVita Milford Dialysis,470 Bridgeport Avenue,MILFORD,CT,6460,Please call patient admission line,open,small_green,Dialysis Center,1210
-73.9124,40.6545,1453,"40.65449300,-73.91243200",-73.912432,40.654493,BROOKDALE HOSPITAL & MEDICAL CENTER,1 BROOKDALE PLAZA,BROOKLYN,NY,11212,Please call patient admission line,open,small_green,Dialysis Center,1211
-72.1016,41.3468,1259,"41.34682600,-72.10162000",-72.10162,41.346826,DaVita New London Dialysis,5 Shaw's Cove,NEW LONDON,CT,6320,Please call patient admission line,open,small_green,Dialysis Center,1212
-73.9403,40.8143,1454,"40.81434600,-73.94030700",-73.940307,40.814346,HARLEM HOSPITAL,506 LENOX AVENUE - ROOM  18-107,NEW YORK,NY,10037,Please call patient admission line,open,small_green,Dialysis Center,1213
-72.6935,41.8006,1260,"41.80056200,-72.69349200",-72.693492,41.800562,DaVita Hartford Dialysis,675 TOWER AVENUE,HARTFORD,CT,6112,Please call patient admission line,open,small_green,Dialysis Center,1214
-73.8926,40.8525,1455,"40.85253000,-73.89257800",-73.892578,40.85253,ST. BARNABAS HOSPITAL OPD DIALYSIS CENTER,4451 THIRD AVENUE,BRONX,NY,10457,Please call patient admission line,open,small_green,Dialysis Center,1215
-73.7619,40.6015,1456,"40.60147500,-73.76191000",-73.76191,40.601475,MARJORIE BASSER DIALYSIS CENTER,ST. JOHN'S EPISCOPAL HOSPITAL,FAR ROCKAWAY,NY,11691,Please call patient admission line,open,small_green,Dialysis Center,1216
-77.7041,43.1925,1457,"43.19247000,-77.70413100",-77.704131,43.19247,UNITY HOSPITAL OF ROCHESTER - PARK RIDGE CAMPUS,1555 Long Pond Road,ROCHESTER,NY,14626,Please call patient admission line,open,small_green,Dialysis Center,1217
-72.654,41.6763,1261,"41.67630600,-72.65397000",-72.65397,41.676306,DaVita PDI Rocky Hill,30 WATERCHASE DRIVE,ROCKY HILL,CT,6067,Please call patient admission line,open,small_green,Dialysis Center,1218
-76.9877,42.8763,1458,"42.87625800,-76.98769000",-76.98769,42.876258,GENEVA GENERAL HOSPITAL,196 NORTH STREET,GENEVA,NY,14456,Please call patient admission line,open,small_green,Dialysis Center,1219
-73.9241,40.8175,1459,"40.81753400,-73.92409500",-73.924095,40.817534,LINCOLN HOSPITAL,234 EAST 149TH STREET,BRONX,NY,10451,Please call patient admission line,open,small_green,Dialysis Center,1220
-72.7969,41.736,1262,"41.73599200,-72.79693900",-72.796939,41.735992,UCONN DIALYSIS CENTER,270 Farmington Ave,Farmington,CT,6032,Please call patient admission line,open,small_green,Dialysis Center,1221
-78.3876,43.2205,1460,"43.22052600,-78.38762200",-78.387622,43.220526,LAKE PLAINS DIALYSIS CENTER,110 20 W. Center Street Ext.,MEDINA,NY,14103,Please call patient admission line,open,small_green,Dialysis Center,1222
-72.1121,41.5119,1263,"41.51186000,-72.11209600",-72.112096,41.51186,DaVita Norwich Dialysis,113 Salem Turnpike,NORWICH,CT,6360,Please call patient admission line,open,small_green,Dialysis Center,1223
-74.1445,44.3458,1461,"44.34579800,-74.14452200",-74.144522,44.345798,ADIRONDACK MEDICAL CENTER ESRD,2233 State Route 86,SARANAC LAKE,NY,12983,Please call patient admission line,open,small_green,Dialysis Center,1224
-73.1268,41.8748,1264,"41.87484000,-73.12676300",-73.126763,41.87484,DaVita Torrington Dialysis,C/O JOSEPH MARCANTONIO KIDNEY CENTER,TORRINGTON,CT,6790,Please call patient admission line,open,small_green,Dialysis Center,1225
-73.2232,40.8684,1462,"40.86836200,-73.22324100",-73.223241,40.868362,ST. CATHERINE OF SIENA MED. CTR,50 ROUTE 25A,SMITHTOWN,NY,11787,Please call patient admission line,open,small_green,Dialysis Center,1226
-72.6474,41.5581,1265,"41.55812200,-72.64736800",-72.647368,41.558122,DaVita PDI Middlesex Dialysis Center,"100 Main Street, Suite A",MIDDLETOWN,CT,6457,Please call patient admission line,open,small_green,Dialysis Center,1227
-76.1391,43.0423,1463,"43.04228300,-76.13907000",-76.13907,43.042283,SUNY Health Science Center at Syracuse,750 East Adams Street,Syracuse,NY,13210,Please call patient admission line,open,small_green,Dialysis Center,1228
-72.7354,41.8723,1266,"41.87230500,-72.73543600",-72.735436,41.872305,DaVita Bloomfield Dialysis,29 Griffin Road South,BLOOMFIELD,CT,6002,Please call patient admission line,open,small_green,Dialysis Center,1229
-72.4783,41.8296,1267,"41.82956200,-72.47831900",-72.478319,41.829562,DaVita Vernon Dialysis Center,460 Hartford Turnpike,VERNON ROCKVILLE,CT,6066,Please call patient admission line,open,small_green,Dialysis Center,1230
-77.6244,43.1236,1464,"43.12359900,-77.62435500",-77.624355,43.123599,UNIVERSITY OF ROCHESTER,601 ELMWOOD AVE,ROCHESTER,NY,14642,Please call patient admission line,open,small_green,Dialysis Center,1231
-72.1821,41.7325,1268,"41.73246800,-72.18214200",-72.182142,41.732468,DaVita Windham Dialysis Center,375-C Tuckie Road,NORTH WINDHAM,CT,6256,Please call patient admission line,open,small_green,Dialysis Center,1232
-72.8404,41.4157,1269,"41.41566400,-72.84036000",-72.84036,41.415664,U.S.Renal Care North Haven Dialysis,510 WASHINGTON AVENUE,NORTH HAVEN,CT,6473,Please call patient admission line,open,small_green,Dialysis Center,1233
-73.8099,41.0493,1465,"41.04928900,-73.80994100",-73.809941,41.049289,WESTCHESTER ARTIFICIAL KIDNEY CENTER,234 TARRYTOWN ROAD,ELMSFORD,NY,10523,Please call patient admission line,open,small_green,Dialysis Center,1234
-73.9001,40.8487,1466,"40.84874100,-73.90014200",-73.900142,40.848741,DaVita South Bronx Dialysis Center,1940 WEBSTER AVENUE,BRONX,NY,10457,Please call patient admission line,open,small_green,Dialysis Center,1235
-74.0871,40.5838,1467,"40.58376000,-74.08708500",-74.087085,40.58376,"ISLAND REHABILITATIVE SERVICES, INC.",470 SEAVIEW AVENUE,STATEN ISLAND,NY,10305,Please call patient admission line,open,small_green,Dialysis Center,1236
-73.4014,40.8566,1468,"40.85663300,-73.40141500",-73.401415,40.856633,DaVita Huntington On Broadway Dialysis,256 BROADWAY,Huntington Station,NY,11746,Please call patient admission line,open,small_green,Dialysis Center,1237
-73.9511,40.7938,1469,"40.79380600,-73.95111900",-73.951119,40.793806,"Ridgewood Dialysis Center, Inc.",1249 FIFTH AVENUE,NEW YORK,NY,10029,Please call patient admission line,open,small_green,Dialysis Center,1238
-72.9849,41.5385,1270,"41.53853600,-72.98485600",-72.984856,41.538536,DaVita Waterbury Dialysis Center,150 MATTATUCK HEIGHTS,WATERBURY,CT,6705,Please call patient admission line,open,small_green,Dialysis Center,1239
-73.9234,40.6067,1470,"40.60669900,-73.92340300",-73.923403,40.606699,DaVita South Brooklyn Nephrology Center,"3915 Avenue V, Suite 104",BROOKLYN,NY,11234,Please call patient admission line,open,small_green,Dialysis Center,1240
-73.8959,40.7516,1471,"40.75161400,-73.89588700",-73.895887,40.751614,FMS-QUEENS ARTIFICIAL KIDNEY CENTER,34-35 70TH STREET,JACKSON HEIGHTS,NY,11372,Please call patient admission line,open,small_green,Dialysis Center,1241
-72.898,41.5978,1271,"41.59777000,-72.89795800",-72.897958,41.59777,Fresenius Medical Care of Southington,341 West Street,PLANTSVILLE,CT,6479,Please call patient admission line,open,small_green,Dialysis Center,1242
-73.0418,40.9273,1472,"40.92725000,-73.04175900",-73.041759,40.92725,FMS-CENTRAL SUFFOLK  AKC,5225 NESCONSET HIGHWAY,PT.JEFFERSN STATION,NY,11776,Please call patient admission line,open,small_green,Dialysis Center,1243
